year,title,imdbid,id,rating,directors,writers,cast,directors_male,directors_female,writers_male,writers_female,cast_male,cast_female
2015,Trainwreck,3152624.0,6357,3,1.0,-1.0,31.5,1.0,0.0,0.0,1.0,65.0,33.5
2008,Herb &amp; Dorothy,1227929.0,3281,3,-1.0,-1.0,10.5,0.0,1.0,0.0,1.0,19.5,9.0
2002,Dog Soldiers,280609.0,7756,0,1.0,1.0,6.5,1.0,0.0,1.0,0.0,9.0,2.5
2015,"End of the Tour, The",3416744.0,6409,1,1.0,2.0,13.0,1.0,0.0,2.0,0.0,44.0,31.0
2002,Maid in Manhattan,252076.0,4262,3,1.0,2.0,6.5,1.0,0.0,2.0,0.0,55.5,49.0
2002,Big Girls Don&#39;t Cry,291213.0,6810,3,-1.0,-1.0,-5.5,0.0,1.0,0.0,1.0,11.0,16.5
2012,"Haunting of Whaley House, The",2396701.0,4818,3,1.0,1.0,1.5,1.0,0.0,1.0,0.0,11.5,10.0
2020,Legacy of Lies,6834916.0,9224,3,1.0,1.0,11.5,1.0,0.0,1.0,0.0,22.0,10.5
2009,Monsters vs Aliens,892782.0,2656,3,2.0,5.0,13.5,2.0,0.0,6.0,1.0,18.5,5.0
2003,"Lizzie McGuire Movie, The",306841.0,6161,3,1.0,0.0,16.0,1.0,0.0,2.0,2.0,33.5,17.5
1988,My Stepmother Is an Alien,95687.0,4774,3,1.0,3.0,1.5,1.0,0.0,3.0,0.0,17.0,15.5
1977,"Rescuers, The",76618.0,1217,3,3.0,7.0,6.0,3.0,0.0,8.0,1.0,11.0,5.0
2017,Wind River,5362988.0,7745,3,0.5,0.5,17.5,0.5,0.0,0.5,0.0,24.0,6.5
1962,Lawrence of Arabia,56172.0,1042,0,1.0,2.0,59.5,1.0,0.0,2.0,0.0,61.5,2.0
2015,Full Out,3977462.0,7482,3,1.0,1.0,-3.0,1.0,0.0,2.0,1.0,23.0,26.0
1971,Bello onesto emigrato Australia sposerebbe compaesana illibata,66824.0,7574,2,1.0,3.0,14.0,1.0,0.0,3.0,0.0,19.0,5.0
2010,4.3.2.1,1514041.0,2643,3,2.0,1.0,25.0,2.0,0.0,1.0,0.0,49.0,24.0
1978,Days of Heaven,77405.0,238,3,1.0,1.0,8.0,1.0,0.0,1.0,0.0,11.0,3.0
2008,Somers Town,1172206.0,10160,1,1.0,1.0,10.0,1.0,0.0,1.0,0.0,14.5,4.5
2011,Too Big to Fail,1742683.0,2355,1,1.0,2.0,55.5,1.0,0.0,2.0,0.0,74.0,18.5
1995,Outbreak,114069.0,110,3,1.0,0.0,46.0,1.0,0.0,1.0,1.0,66.5,20.5
2008,Okuribito (Departures),1069238.0,819,3,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,10.0,13.0
2016,Hated in the Nation,5709236.0,7965,3,1.0,0.5,5.5,1.0,0.0,0.5,0.0,19.0,13.5
1998,"Big Lebowski, The",118715.0,505,1,2.0,2.0,26.5,2.0,0.0,2.0,0.0,33.5,7.0
2021,Eternals,9032400.0,10118,3,-1.0,2.0,6.0,0.0,1.0,3.0,1.0,18.5,12.5
2000,"Gift, The",219699.0,3920,3,0.5,2.0,17.0,0.5,0.0,2.0,0.0,24.5,7.5
1992,"Bodyguard, The",103855.0,8991,2,1.0,1.0,28.5,1.0,0.0,1.0,0.0,45.5,17.0
2002,Dragonfly,259288.0,7629,1,1.0,5.0,7.0,1.0,0.0,5.0,0.0,32.0,25.0
2004,Terkel i knibe,386820.0,1890,1,3.0,2.0,5.0,3.0,0.0,3.0,1.0,7.5,2.5
2016,Moonlight,4975722.0,7421,1,1.0,1.0,9.0,1.0,0.0,1.0,0.0,13.0,4.0
2022,"355, The",8356942.0,10195,3,1.0,-1.0,40.5,1.0,0.0,1.0,2.0,62.0,21.5
2016,Sully,3263904.0,7052,1,1.0,2.0,33.0,1.0,0.0,2.0,0.0,70.5,37.5
2009,"Lovely Bones, The",380510.0,718,3,1.0,-2.0,31.5,1.0,0.0,1.0,3.0,62.0,30.5
2014,Taken 3,2446042.0,9415,1,1.0,4.0,51.0,1.0,0.0,4.0,0.0,67.5,16.5
2016,"Accountant, The",2140479.0,7212,2,1.0,1.0,58.0,1.0,0.0,1.0,0.0,74.0,16.0
2015,"Invitation, The",2400463.0,9180,3,-1.0,2.0,3.5,0.0,1.0,2.0,0.0,8.0,4.5
2004,House of D,372334.0,7639,1,1.0,1.0,7.0,1.0,0.0,1.0,0.0,22.0,15.0
2018,Capernaum,8267604.0,9287,3,-1.0,1.0,28.5,0.0,1.0,3.0,2.0,55.5,27.0
2004,Tropical Malady,381668.0,1498,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Night Train to Lisbon,1654523.0,4891,1,0.0,3.0,10.5,0.0,0.0,3.0,0.0,21.5,11.0
2000,Life-Size,200809.0,4122,3,1.0,-1.0,-5.5,1.0,0.0,1.0,2.0,11.0,16.5
1996,Jack,116669.0,7644,2,1.0,2.0,26.0,1.0,0.0,2.0,0.0,44.0,18.0
2000,Cherry Falls,175526.0,4821,3,1.0,1.0,9.0,1.0,0.0,1.0,0.0,29.0,20.0
2007,I&#39;m Not There.,368794.0,6795,1,1.0,3.0,47.0,1.0,0.0,3.0,0.0,81.5,34.5
2009,Thirst (Bakjwi),762073.0,1738,3,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.5,3.5
2012,"Master, The",1560747.0,3541,1,1.0,1.0,75.0,1.0,0.0,1.0,0.0,120.5,45.5
2007,"Nanny Diaries, The",489237.0,3308,3,0.0,-2.0,-12.0,1.0,1.0,1.0,3.0,22.0,34.0
1994,Natural Born Killers,110632.0,5459,3,1.0,4.0,44.0,1.0,0.0,4.0,0.0,63.0,19.0
1991,What About Bob?,103241.0,3292,2,1.0,1.0,0.5,1.0,0.0,2.0,1.0,13.5,13.0
1936,Earthworm Tractors,27562.0,2699,1,0.5,6.0,17.0,0.5,0.0,6.0,0.0,19.5,2.5
1985,Sindhu Bhairavi,155180.0,9957,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1987,A Nightmare on Elm Street 3: Dream Warriors,93629.0,5767,3,1.0,7.0,-4.5,1.0,0.0,7.0,0.0,11.0,15.5
2011,Bernie,1704573.0,7506,1,1.0,3.0,17.5,1.0,0.0,3.0,0.0,80.5,63.0
2007,Racing Daylight,840363.0,5995,3,-1.0,-1.0,6.5,0.0,1.0,0.0,1.0,13.0,6.5
2016,Swiss Army Man,4034354.0,6968,2,2.0,2.0,3.5,2.0,0.0,2.0,0.0,7.0,3.5
2004,"Terminal, The",362227.0,2035,1,1.0,1.0,43.5,1.0,0.0,2.0,1.0,76.5,33.0
1939,Ninotchka,31725.0,1259,3,1.0,4.0,19.0,1.0,0.0,4.0,0.0,39.0,20.0
1950,Les enfants terribles,42436.0,7836,3,1.0,3.0,1.0,1.0,0.0,3.0,0.0,9.0,8.0
2016,Ben-Hur,2638144.0,9040,1,1.0,3.0,22.0,1.0,0.0,3.0,0.0,27.0,5.0
2006,Bandidas,416496.0,370,3,2.0,2.0,36.5,2.0,0.0,2.0,0.0,44.5,8.0
1963,Summer Holiday,57541.0,6514,3,1.0,2.0,11.5,1.0,0.0,2.0,0.0,24.5,13.0
2013,Escape from Planet Earth,765446.0,3949,3,1.0,6.5,23.5,1.0,0.0,6.5,0.0,31.0,7.5
2021,#Nofilter,14843560.0,10065,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5,0.5
2018,"Miracle Season, The",5427194.0,8654,3,1.0,1.0,0.0,1.0,0.0,2.0,1.0,18.0,18.0
1998,Pocahontas 2: Journey to a New World,143808.0,9657,3,2.0,3.0,12.0,2.0,0.0,5.0,2.0,25.0,13.0
1980,Resurrection,81414.0,2142,1,1.0,1.0,15.0,1.0,0.0,1.0,0.0,32.0,17.0
2008,Casi divas,1049948.0,5658,3,1.0,3.0,6.0,1.0,0.0,3.0,0.0,31.0,25.0
1992,Como agua para chocolate,103994.0,4838,3,1.0,-2.0,13.5,1.0,0.0,0.0,2.0,39.5,26.0
1962,What Ever Happened to Baby Jane?,56687.0,1298,3,1.0,2.0,13.0,1.0,0.0,2.0,0.0,24.0,11.0
1956,"Bad Seed, The",48977.0,1216,3,1.0,3.0,-5.0,1.0,0.0,3.0,0.0,9.0,14.0
2010,Boy,1560139.0,1016,1,0.0,0.0,15.5,0.0,0.0,0.0,0.0,39.0,23.5
1983,Jaws 3-D,85750.0,7243,3,1.0,4.0,11.0,1.0,0.0,4.0,0.0,32.5,21.5
2010,Womb,1216520.0,3762,3,1.0,1.0,2.0,1.0,0.0,1.0,0.0,12.0,10.0
2011,Mientras duermes,1437358.0,6764,1,1.0,1.0,5.0,1.0,0.0,1.0,0.0,13.0,8.0
2019,"Lion King, The",6105098.0,8790,3,1.0,0.0,7.0,1.0,0.0,2.0,2.0,10.0,3.0
1983,"Best Christmas Pageant Ever, The",85231.0,8971,3,1.0,-2.0,-1.5,1.0,0.0,0.0,2.0,8.5,10.0
2013,Zipi y Zape y el club de la canica,2388821.0,5225,0,1.0,6.0,8.0,1.0,0.0,6.0,0.0,10.0,2.0
2017,"Dark Tower, The",1648190.0,7770,1,1.0,5.0,21.0,1.0,0.0,5.0,0.0,36.5,15.5
1976,"Tenant, The",74811.0,8271,1,1.0,3.0,16.0,1.0,0.0,3.0,0.0,25.0,9.0
2002,"Master of Disguise, The",295427.0,5621,1,1.0,0.0,38.0,1.0,0.0,1.0,1.0,60.5,22.5
2015,"Liza, the fox fairy",2210769.0,6190,3,1.0,2.0,-1.0,1.0,0.0,2.0,0.0,14.0,15.0
1978,Superman,78346.0,1999,1,1.0,6.5,83.0,1.0,0.0,7.0,0.5,97.5,14.5
1992,Peter&#39;s Friends,105130.0,6702,3,1.0,0.0,15.5,1.0,0.0,1.0,1.0,24.5,9.0
1995,Nick of Time,113972.0,7651,3,1.0,1.0,14.5,1.0,0.0,1.0,0.0,28.0,13.5
2010,La tete en friche,1455151.0,1519,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,13.0
2010,Viva Riva!,1723120.0,2397,3,0.0,0.0,16.0,0.0,0.0,0.0,0.0,24.0,8.0
2012,Arbitrage,1764183.0,3764,2,1.0,1.0,14.0,1.0,0.0,1.0,0.0,36.5,22.5
1931,La Chienne,21739.0,6030,3,1.0,4.0,5.5,1.0,0.0,4.0,0.0,13.5,8.0
2018,A Simple Favor,7040874.0,8420,3,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,27.5,26.5
2008,"Loss of a Teardrop Diamond, The",896031.0,2357,3,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,17.0,18.0
2010,Wrecked,1316622.0,3208,0,1.0,1.0,5.5,1.0,0.0,1.0,0.0,6.5,1.0
2003,Finding Nemo,266543.0,778,1,1.5,4.0,13.0,1.5,0.0,4.0,0.0,18.0,5.0
2009,Bright Star,810784.0,886,3,-1.0,-1.0,6.0,0.0,1.0,1.0,2.0,16.5,10.5
1976,Revenge Of The Cheerleaders,75137.0,2683,1,1.0,4.0,5.0,1.0,0.0,4.0,0.0,20.5,15.5
2016,Women Who Kill,3973012.0,8604,3,-1.0,-1.0,-6.0,0.0,1.0,0.0,1.0,7.0,13.0
2021,Madame Claude,10307724.0,10019,3,-1.0,-1.0,6.5,0.0,1.0,0.0,1.0,21.0,14.5
1956,"Man Who Knew Too Much, The",49470.0,7442,2,1.0,3.0,39.5,1.0,0.0,3.0,0.0,62.5,23.0
2012,Excision,1984153.0,4962,3,1.0,1.0,3.5,1.0,0.0,1.0,0.0,13.5,10.0
1975,Numero deux,73471.0,9217,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0
2017,"Mummy, The",2345759.0,7681,2,1.0,3.5,27.0,1.0,0.0,4.5,1.0,46.0,19.0
2011,Fast Five,1596343.0,2265,3,1.0,1.5,34.5,1.0,0.0,1.5,0.0,45.5,11.0
1947,Miracle on 34th Street,39628.0,8989,3,1.0,0.0,27.0,1.0,0.0,1.0,1.0,44.5,17.5
1994,Little Women,110367.0,960,3,-1.0,-0.5,-4.5,0.0,1.0,0.5,1.0,24.5,29.0
1946,Stairway to Heaven,38733.0,1231,0,2.0,2.0,17.5,2.0,0.0,2.0,0.0,25.5,8.0
2016,Colossal,4680182.0,7691,0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,14.0,9.0
2008,"Synecdoche, New York",383028.0,1616,3,0.5,0.5,9.0,0.5,0.0,0.5,0.0,38.0,29.0
1994,Clear and Present Danger,109444.0,9108,0,1.0,4.0,49.5,1.0,0.0,4.0,0.0,72.5,23.0
2012,Spring Breakers,2101441.0,3874,3,-1.0,-1.0,9.0,0.0,1.0,0.0,1.0,30.0,21.0
2017,Thelma,6304046.0,8113,3,1.0,2.0,3.0,1.0,0.0,2.0,0.0,16.0,13.0
2014,"Two Faces of January, The",1976000.0,5495,3,1.0,0.0,14.0,1.0,0.0,1.0,1.0,22.0,8.0
2012,Safe,1656190.0,3869,1,1.0,1.0,58.0,1.0,0.0,1.0,0.0,71.0,13.0
1957,El vampiro,51151.0,8321,3,1.0,3.0,6.0,1.0,0.0,3.0,0.0,9.0,3.0
2016,Ice Age: Collision Course,3416828.0,8332,3,1.5,3.0,11.5,1.5,0.0,3.0,0.0,24.0,12.5
2013,3096 Tage,1667355.0,6940,3,-1.0,0.0,1.0,0.0,1.0,2.0,2.0,10.0,9.0
2014,Une nouvelle amie,3184934.0,6147,2,1.0,0.0,9.0,1.0,0.0,1.0,1.0,28.5,19.5
1967,Casino Royale,61452.0,2664,2,4.5,9.0,52.0,5.0,0.5,9.5,0.5,86.5,34.5
2011,Alyce Kills,1680051.0,5253,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.5,12.5
2001,A Knight&#39;s Tale,183790.0,382,2,1.0,1.0,25.0,1.0,0.0,1.0,0.0,30.0,5.0
2002,A Ring of Endless Light,282123.0,9016,3,1.0,-1.0,5.5,1.0,0.0,1.0,2.0,9.0,3.5
1978,Midnight Express,77928.0,3419,0,1.0,3.0,16.0,1.0,0.0,3.0,0.0,17.0,1.0
2002,Ju-on: The Grudge,364385.0,5571,3,1.0,1.0,-5.0,1.0,0.0,1.0,0.0,12.5,17.5
1987,Spaceballs,94012.0,1078,3,-0.5,1.5,37.5,0.0,0.5,2.0,0.5,49.5,12.0
2015,Kung Fury,3472226.0,6278,2,1.0,1.0,42.5,1.0,0.0,1.0,0.0,48.5,6.0
2004,Team America: World Police,372588.0,2386,2,1.0,1.0,4.0,1.0,0.0,2.0,1.0,8.0,4.0
1956,Eyewitness,49196.0,8398,3,-1.0,-2.0,15.5,0.0,1.0,0.0,2.0,24.0,8.5
1986,An American Tail,90633.0,2490,3,1.0,1.0,5.5,1.0,0.0,3.0,2.0,10.5,5.0
1988,Beaches,94715.0,2493,3,1.0,-1.5,3.5,1.0,0.0,0.0,1.5,41.0,37.5
2008,"Bleach: Fade to Black, I Call Your Name",1339302.0,7210,3,1.0,-1.0,9.5,1.0,0.0,0.0,1.0,27.5,18.0
2012,"Devil Inside, The",1560985.0,2993,3,1.0,2.0,7.5,1.0,0.0,2.0,0.0,17.5,10.0
1977,"Man in the Iron Mask, The",74853.0,9580,2,1.0,2.0,12.5,1.0,0.0,2.0,0.0,16.5,4.0
2015,"Intern, The",2361509.0,6643,3,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,51.0,52.0
2000,Gone in Sixty Seconds,187078.0,2917,1,1.0,1.0,41.5,1.0,0.0,1.0,0.0,55.5,14.0
2021,Cherry,9130508.0,9571,0,2.0,-1.0,88.0,2.0,0.0,1.0,2.0,127.5,39.5
2014,A Walk Among the Tombstones,365907.0,5770,1,1.0,2.0,18.0,1.0,0.0,2.0,0.0,40.0,22.0
1985,Back to the Future,88763.0,149,2,1.0,2.0,21.5,1.0,0.0,2.0,0.0,35.5,14.0
2007,28 Weeks Later,463854.0,2131,3,1.0,3.0,15.5,1.0,0.0,3.0,0.0,33.5,18.0
2011,Fright Night,1438176.0,2975,3,1.0,1.5,7.0,1.0,0.0,2.0,0.5,34.0,27.0
1940,Primrose Path,32946.0,4354,3,1.0,3.0,13.5,1.0,0.0,4.0,1.0,23.5,10.0
2010,Aftershock,1393746.0,3109,3,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,1.0,2.5
2004,Corpses,409842.0,5047,3,0.0,0.0,18.0,0.0,0.0,0.0,0.0,23.0,5.0
1957,Tammy and the Bachelor,51051.0,2895,3,1.0,1.0,4.0,1.0,0.0,1.0,0.0,12.5,8.5
2008,In Bruges,780536.0,34,1,1.0,1.0,-0.5,1.0,0.0,1.0,0.0,14.0,14.5
2012,This Means War,1596350.0,3055,2,0.0,4.0,15.0,0.0,0.0,4.0,0.0,36.0,21.0
2006,Hula Girls,768116.0,2199,3,0.0,1.0,0.5,0.0,0.0,1.0,0.0,4.5,4.0
1963,"Servant, The",57490.0,6988,3,1.0,1.5,-1.0,1.0,0.0,1.5,0.0,13.0,14.0
1902,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",367177.0,5432,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1994,Bad Girls,109198.0,1786,3,1.0,3.0,21.5,1.0,0.0,4.0,1.0,27.0,5.5
1977,Star Wars,76759.0,669,1,1.0,1.0,57.5,1.0,0.0,1.0,0.0,77.5,20.0
2014,Gone Girl,2267998.0,5801,3,1.0,-2.0,14.5,1.0,0.0,0.0,2.0,48.5,34.0
1933,"Vampire Bat, The",24727.0,3210,3,1.0,1.0,8.5,1.0,0.0,1.0,0.0,13.0,4.5
2019,We Are Little Zombies,9358120.0,8609,2,0.5,0.5,7.5,0.5,0.0,0.5,0.0,14.5,7.0
2014,Birdman,2562232.0,5911,3,1.0,5.0,27.0,1.0,0.0,5.0,0.0,66.5,39.5
2014,Grace of Monaco,2095649.0,5515,3,1.0,1.0,18.5,1.0,0.0,1.0,0.0,41.5,23.0
2018,"Death and Life of John F. Donovan, The",4042818.0,8688,2,1.0,2.0,7.0,1.0,0.0,2.0,0.0,46.0,39.0
1991,Double Impact,101764.0,9564,1,1.0,6.0,16.0,1.0,0.0,6.0,0.0,23.0,7.0
2014,Maps to the Stars,2172584.0,5764,3,1.0,1.0,6.5,1.0,0.0,1.0,0.0,23.5,17.0
1985,A Chorus Line,88915.0,3719,3,1.0,4.0,8.5,1.0,0.0,4.0,0.0,44.0,35.5
1961,La Notte,54130.0,6102,3,1.0,6.0,9.0,1.0,0.0,6.0,0.0,15.0,6.0
2020,Fantasy Island,983946.0,9358,3,1.0,1.5,13.0,1.0,0.0,2.5,1.0,19.5,6.5
2008,Miao Miao,984130.0,4959,3,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0
2011,New Year&#39;s Eve,1598822.0,4531,3,1.0,-1.0,4.5,1.0,0.0,0.0,1.0,76.0,71.5
2007,Bring It On: In It to Win It,972785.0,761,3,1.0,-1.0,22.5,1.0,0.0,1.0,2.0,57.0,34.5
2013,"Book Thief, The",816442.0,5014,3,1.0,2.0,14.0,1.0,0.0,2.0,0.0,27.0,13.0
2017,Alexander IRL,5540622.0,7397,2,0.0,1.0,12.0,0.0,0.0,1.0,0.0,16.5,4.5
2000,Terrifier,4281724.0,8493,3,1.0,1.0,3.0,1.0,0.0,1.0,0.0,15.5,12.5
1975,Mandingo,73349.0,9730,2,1.0,1.5,2.5,1.0,0.0,2.0,0.5,16.5,14.0
2016,"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",1267299.0,7224,3,1.0,2.0,1.0,1.0,0.0,2.0,0.0,15.0,14.0
1995,Canadian Bacon,109370.0,2573,1,1.0,1.0,22.0,1.0,0.0,1.0,0.0,31.5,9.5
1973,Enter the Dragon,70034.0,8926,1,1.0,2.0,16.5,1.0,0.0,2.0,0.0,22.5,6.0
2004,Say Yes Quickly,367462.0,1221,3,1.0,0.0,3.0,1.0,0.0,1.0,1.0,6.5,3.5
2010,Turbulent Skies,1518861.0,2624,3,1.0,2.0,9.0,1.0,0.0,2.0,0.0,21.5,12.5
2003,Basic,264395.0,5567,3,1.0,1.0,9.0,1.0,0.0,1.0,0.0,13.5,4.5
2006,"Fountain, The",414993.0,1937,3,1.0,3.0,27.0,1.0,0.0,3.0,0.0,32.0,5.0
2016,Collateral Beauty,4682786.0,8339,2,1.0,1.0,-4.5,1.0,0.0,1.0,0.0,27.0,31.5
2008,Resident Evil: Degeneration,1174954.0,279,3,0.5,7.5,4.5,0.5,0.0,8.0,0.5,22.0,17.5
2007,"Last Mimzy, The",768212.0,7556,3,1.0,3.0,6.5,1.0,0.0,3.5,0.5,24.5,18.0
1921,Orphans of the Storm,12532.0,1263,3,0.0,2.0,-0.5,0.0,0.0,2.0,0.0,15.5,16.0
2017,Blade Runner 2049,1856101.0,7846,3,1.0,2.0,14.5,1.0,0.0,2.0,0.0,23.5,9.0
1925,Battleship Potemkin,15648.0,1308,0,1.0,3.0,8.0,1.0,0.0,4.0,1.0,12.0,4.0
2007,My Blueberry Nights,765120.0,2655,3,0.0,1.0,5.0,0.0,0.0,1.0,0.0,16.5,11.5
2013,Vino Veritas,1647413.0,7783,3,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
1980,Moskva slezam ne verit,79579.0,684,3,1.0,2.0,23.0,1.0,0.0,2.0,0.0,49.0,26.0
1983,Barefoot Gen,85218.0,8029,3,1.0,2.0,6.5,1.0,0.0,2.0,0.0,19.0,12.5
1928,Speedy,19412.0,1963,0,1.0,9.0,22.5,1.0,0.0,9.0,0.0,26.5,4.0
1982,Godard&#39;s Passion,84481.0,3946,3,1.0,2.0,-3.0,1.0,0.0,2.0,0.0,9.0,12.0
2014,Mostly Ghostly: Have You Met My Ghoulfriend?,3138192.0,5835,3,1.0,1.0,6.0,1.0,0.0,1.0,0.0,17.0,11.0
2016,King of the Dancehall,5918104.0,7871,2,1.0,1.0,4.0,1.0,0.0,1.0,0.0,5.0,1.0
1974,Chinatown,71315.0,2237,2,1.0,2.0,43.5,1.0,0.0,2.0,0.0,50.5,7.0
2002,Hable con ella [Talk to Her],287467.0,7774,3,1.0,1.0,0.5,1.0,0.0,1.0,0.0,36.0,35.5
2010,King of Devil&#39;s Island,1332134.0,2940,1,1.0,2.0,15.0,1.0,0.0,3.0,1.0,18.0,3.0
2011,Scream 4,1262416.0,2195,3,1.0,2.0,13.0,1.0,0.0,2.0,0.0,33.0,20.0
1987,Black Widow,90738.0,4535,3,1.0,1.0,14.0,1.0,0.0,1.0,0.0,23.5,9.5
2008,"Chaser, The",1190539.0,5858,0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,4.5,7.5
2007,Michael Clayton,465538.0,1889,2,1.0,1.0,28.5,1.0,0.0,1.0,0.0,47.5,19.0
2010,"Illusionist, The",775489.0,2051,0,1.0,2.0,6.0,1.0,0.0,2.0,0.0,7.0,1.0
2000,Autumn in New York,174480.0,7616,1,-1.0,-1.0,-3.0,0.0,1.0,0.0,1.0,25.0,28.0
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,103060.0,2740,3,1.0,3.0,52.0,1.0,0.0,3.0,0.0,56.0,4.0
1941,"Maltese Falcon, The",33870.0,1230,1,1.0,1.0,17.5,1.0,0.0,1.0,0.0,19.0,1.5
2001,Scary Movie 2,257106.0,6429,3,0.0,10.0,3.5,0.0,0.0,11.0,1.0,17.5,14.0
2019,Carmilla,7280218.0,10007,3,-1.0,1.0,3.0,0.0,1.0,2.0,1.0,7.0,4.0
2012,Underworld: Awakening,1496025.0,2997,3,2.0,6.0,15.0,2.0,0.0,7.0,1.0,20.5,5.5
2002,"Rats, The",282418.0,6579,3,1.0,1.0,6.0,1.0,0.0,1.0,0.0,11.5,5.5
1962,"Day of the Triffids, The",55894.0,1613,3,1.5,3.0,16.5,1.5,0.0,3.0,0.0,27.5,11.0
2001,Millennium Actress,291350.0,1950,2,1.0,3.0,-3.5,1.0,0.0,3.0,0.0,11.0,14.5
2020,Normal People,9059760.0,9915,3,0.0,-2.0,-0.5,1.0,1.0,1.0,3.0,27.5,28.0
2012,House at the End of the Street,1582507.0,3572,3,1.0,2.0,6.0,1.0,0.0,2.0,0.0,20.5,14.5
2008,Older Than America,932669.0,4730,3,-1.0,-2.0,18.0,0.0,1.0,0.0,2.0,37.0,19.0
2008,27 Dresses,988595.0,212,3,-1.0,-1.0,9.5,0.0,1.0,0.0,1.0,50.0,40.5
2004,"Bourne Supremacy, The",372183.0,108,2,1.0,2.0,22.0,1.0,0.0,2.0,0.0,33.0,11.0
1977,Kingdom of the Spiders,76271.0,7728,3,1.0,4.0,0.0,1.0,0.0,4.0,0.0,7.0,7.0
2003,Tokyo Godfathers,388473.0,299,3,1.0,1.0,4.5,1.0,0.0,2.0,1.0,22.5,18.0
1979,Rock &#39;n&#39; Roll High School,79813.0,4741,3,2.0,5.0,22.5,2.0,0.0,5.0,0.0,34.5,12.0
1935,Naughty Marietta,26768.0,1685,3,1.0,3.0,26.5,1.0,0.0,5.0,2.0,47.0,20.5
1987,No Way Out,93640.0,9852,1,1.0,3.0,42.5,1.0,0.0,3.0,0.0,52.5,10.0
2007,Auf der anderen Seite,880502.0,1925,3,1.0,1.0,10.0,1.0,0.0,1.0,0.0,23.0,13.0
2016,War Dogs,2005151.0,7053,1,1.0,4.0,48.0,1.0,0.0,4.0,0.0,75.5,27.5
1985,Friday the 13th: A New Beginning,89173.0,5563,3,1.0,8.0,16.5,1.0,0.0,8.0,0.0,23.0,6.5
2004,Napoleon Dynamite,374900.0,2323,1,1.0,1.0,-23.0,1.0,0.0,1.0,0.0,74.5,97.5
2009,"Wild Hunt, The",1493886.0,4466,1,1.0,4.0,8.5,1.0,0.0,4.0,0.0,11.0,2.5
1988,"Adventures of Baron Munchausen, The",96764.0,5595,1,0.5,3.5,17.0,0.5,0.0,3.5,0.0,24.5,7.5
2013,Safe Haven,1702439.0,3911,3,1.0,1.0,24.0,1.0,0.0,2.0,1.0,45.5,21.5
2014,"Kumiko, the Treasure Hunter",3263614.0,6348,3,1.0,2.0,0.0,1.0,0.0,2.0,0.0,16.5,16.5
1987,Amazon Women on the Moon,92546.0,9710,2,5.0,2.0,43.5,5.0,0.0,2.0,0.0,68.5,25.0
2017,"I, Tonya",5580036.0,7806,3,1.0,1.0,12.5,1.0,0.0,1.0,0.0,50.0,37.5
1971,"House That Dripped Blood, The",65854.0,7067,3,1.0,2.0,11.0,1.0,0.0,2.0,0.0,17.0,6.0
2003,"Station Agent, The",340377.0,6301,3,1.0,1.0,1.5,1.0,0.0,1.0,0.0,10.0,8.5
2002,Amandla! A Revolution in Four Part Harmony,303297.0,3309,3,0.5,0.5,3.0,0.5,0.0,0.5,0.0,6.5,3.5
1963,Charade,56923.0,1984,2,1.0,3.0,24.0,1.0,0.0,3.0,0.0,27.5,3.5
1971,Harold and Maude,67185.0,2159,3,1.0,1.0,10.0,1.0,0.0,1.0,0.0,19.0,9.0
1956,Bigger Than Life,49010.0,2904,0,1.0,7.0,11.5,1.0,0.0,7.0,0.0,27.5,16.0
1960,Zazie dans le metro,54494.0,3827,3,1.0,3.0,2.5,1.0,0.0,3.0,0.0,16.0,13.5
2005,"Island, The",399201.0,517,3,1.0,2.0,47.5,1.0,0.0,2.0,0.0,73.0,25.5
1951,Quo Vadis,43949.0,5092,3,2.0,2.0,50.5,2.0,0.0,3.0,1.0,85.0,34.5
2004,"Princess Diaries 2: Royal Engagement, The",368933.0,1021,3,1.0,-4.0,21.5,1.0,0.0,0.0,4.0,88.5,67.0
2015,Trust Fund,3969208.0,6393,3,-1.0,-1.0,-4.0,0.0,1.0,0.0,1.0,11.0,15.0
